CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,MonetaryRank,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,AgeGroup,CustomerLifetimeDays
CUST10030,72,17,15128.2295,2,1,1,211,At Risk.,932.0,Priyansh Gopal,karnikraghav@gmail.com,Female,33,Ahmedabad,Single,2,2022-12-25,26-35,948
CUST10031,35,23,25724.97,3,3,4,334,Potential Loyalist.,309.0,Ritvik Ahuja,jhaverifarhan@chandra.org,Male,40,Ahmedabad,Single,0,2023-12-03,36-45,605
CUST10032,44,27,30688.06,2,4,5,245,Potential Loyalist.,90.0,Farhan Kar,indranilsharaf@kalla.net,Female,51,Bangalore,Divorced,2,2022-05-14,46-55,1173
CUST10033,1,16,12485.71,5,1,1,511,Hibernating,987.0,Ira Date,divyansh35@gmail.com,Female,47,Chennai,Widowed,1,2024-06-10,46-55,415
CUST10034,153,21,30387.64,1,2,5,125,At Risk.,98.0,Vedika Divan,uhayre@yahoo.com,Male,37,Kolkata,Divorced,1,2020-09-09,36-45,1785
CUST10035,29,30,32232.781,3,5,5,355,Potential Loyalist.,51.0,Samar Rama,dassmadhav@hotmail.com,Male,34,Delhi,Divorced,3,2020-11-03,26-35,1730
CUST10036,39,17,12860.83,3,1,1,311,Potential Loyalist.,981.0,Nitara Gokhale,hrishitachawla@yahoo.com,Not Disclosed,31,Lucknow,Widowed,2,2023-11-19,26-35,619
CUST10037,107,27,27130.43,1,4,4,144,Potential Loyalist.,229.0,Taran Baria,shettyalia@gmail.com,Male,32,Mumbai,Widowed,0,2021-06-03,26-35,1518
CUST10038,18,24,23476.27,4,3,3,433,Potential Loyalist.,462.0,Manikya Hayer,gadekabir@yahoo.com,Not Disclosed,28,Pune,Widowed,1,2023-05-07,26-35,815
CUST10039,58,22,23178.1,2,2,3,223,At Risk.,487.0,Nirvaan Ganesh,dasmadhup@swamy.biz,Male,58,Jaipur,Widowed,0,2023-12-12,56-65,596
CUST10040,9,23,24650.49,5,3,4,534,Hibernating,384.0,Ishita Vig,aptemyra@dhillon.info,Not Disclosed,19,Kolkata,Divorced,2,2020-11-18,18-25,1715
CUST10041,95,21,18174.28,1,2,2,122,At Risk.,798.0,Divyansh Krishna,kumarnitya@gmail.com,Female,21,Ahmedabad,Married,4,2022-07-27,18-25,1099
CUST10042,69,17,18488.29,2,1,2,212,At Risk.,777.0,Hridaan Tara,emir89@yahoo.com,Male,37,Delhi,Single,1,2021-05-03,36-45,1549
CUST10043,29,30,29659.3,3,5,5,355,Potential Loyalist.,121.0,Hridaan Mahajan,misha83@doctor.net,Female,65,Bangalore,Widowed,1,2021-02-10,56-65,1631
CUST10044,111,23,28420.19,1,3,5,135,Potential Loyalist.,170.0,Riya Venkataraman,vanya17@maharaj-dass.net,Male,18,Jaipur,Single,1,2021-03-31,,1582
CUST10045,11,27,26609.66,5,4,4,544,Loyal Customers,262.0,Aayush Hora,pranaykibe@gmail.com,Male,75,Lucknow,Widowed,0,2022-06-11,65+,1145
CUST10046,11,30,30458.69,5,5,5,555,Champions,94.0,Kaira Andra,kavya29@biswas.com,Not Disclosed,57,Jaipur,Single,1,2023-12-12,56-65,596
CUST10047,30,18,19168.24,3,1,2,312,Potential Loyalist.,734.0,Jayant Ramesh,aradhyaaggarwal@lalla.net,Female,24,Hyderabad,Widowed,1,2022-04-07,18-25,1210
CUST10048,30,18,19989.84,3,1,2,312,Potential Loyalist.,681.0,Piya Reddy,sakshamkota@khatri.biz,Female,24,Kolkata,Divorced,1,2024-05-16,18-25,440
CUST10049,16,34,35725.15,4,5,5,455,Loyal Customers,21.0,Neelofar Choudhary,singhdiya@vyas.net,Male,38,Lucknow,Widowed,3,2022-01-03,36-45,1304
CUST10050,16,17,19831.64,4,1,2,412,Potential Loyalist.,696.0,Sahil Dixit,ivan79@gmail.com,Male,28,Hyderabad,Divorced,2,2023-10-31,26-35,638
CUST10051,23,23,24862.97,4,3,4,434,Potential Loyalist.,365.0,Mahika Kurian,indransdass@yahoo.com,Not Disclosed,68,Bangalore,Divorced,1,2024-03-20,65+,497
CUST10052,114,23,22263.09,1,3,3,133,Potential Loyalist.,547.0,Bhamini Sangha,veer82@hotmail.com,Female,61,Delhi,Widowed,3,2021-07-02,56-65,1489
CUST10053,29,30,41674.56,3,5,5,355,Potential Loyalist.,3.0,Eshani Bath,deolsara@gmail.com,Female,74,Jaipur,Widowed,2,2023-09-05,65+,694
CUST10054,20,33,36861.79,4,5,5,455,Loyal Customers,11.0,Ahana  Varghese,bsuresh@butala-gaba.info,Not Disclosed,33,Delhi,Single,0,2021-03-02,26-35,1611
CUST10055,5,27,26342.37,5,4,4,544,Loyal Customers,275.0,Lakshit Bhasin,qbhargava@yahoo.com,Male,28,Jaipur,Married,0,2021-02-10,26-35,1631
CUST10056,32,30,32921.23,3,5,5,355,Potential Loyalist.,38.0,Uthkarsh Shere,evakanda@anne.org,Female,56,Jaipur,Divorced,1,2021-10-03,56-65,1396
CUST10057,131,21,21213.26,1,2,2,122,At Risk.,609.0,Lagan Chadha,hrishitachaudhry@yahoo.com,Female,25,Ahmedabad,Married,3,2021-08-09,18-25,1451
CUST10058,61,24,22180.19,2,3,3,233,Potential Loyalist.,554.0,Pihu Kapoor,ayesha61@mangal.com,Not Disclosed,67,Pune,Married,1,2021-11-24,65+,1344
CUST10059,19,23,21670.18,4,3,3,433,Potential Loyalist.,588.0,Zara Arora,mahajanritvik@sidhu.com,Male,38,Mumbai,Widowed,0,2021-10-13,36-45,1386
CUST10060,32,26,29647.629,3,4,5,345,Potential Loyalist.,122.0,Kaira Swaminathan,rkrishnamurthy@yahoo.com,Male,71,Bangalore,Divorced,0,2020-11-22,65+,1711
CUST10061,5,21,19094.82,5,2,2,522,Hibernating,743.0,Aarav Bhatia,tgill@hotmail.com,Not Disclosed,68,Kolkata,Single,1,2023-10-20,65+,649
CUST10062,18,27,30194.73,4,4,5,445,Loyal Customers,104.0,Vardaniya Setty,sabharwaluthkarsh@yahoo.com,Male,54,Delhi,Divorced,1,2022-04-10,46-55,1207
CUST10063,72,22,19584.72,2,2,2,222,At Risk.,705.0,Ranbir Ravi,hrama@sharma-sawhney.com,Female,54,Jaipur,Single,1,2021-06-10,46-55,1511
CUST10064,33,26,20293.07,3,4,2,342,Potential Loyalist.,658.0,Alisha Rao,eshani06@kala.org,Female,24,Mumbai,Divorced,0,2023-07-25,18-25,736
CUST10065,104,13,15173.99,1,1,1,111,At Risk.,929.0,Bhamini Sharma,mohanlal06@rau.biz,Not Disclosed,18,Delhi,Widowed,0,2023-01-22,,920
CUST10066,26,19,16980.34,3,1,1,311,Potential Loyalist.,858.0,Jayesh Sinha,ghoshprerak@jha.net,Male,30,Hyderabad,Widowed,0,2023-11-26,26-35,612
CUST10067,178,27,28540.52,1,4,5,145,Potential Loyalist.,163.0,Anahi Thaman,dchad@hotmail.com,Female,28,Hyderabad,Married,2,2021-11-12,26-35,1356
CUST10068,35,20,26811.92,3,2,4,324,Potential Loyalist.,253.0,Diya Bawa,goeldarshit@hotmail.com,Male,45,Kolkata,Divorced,1,2020-10-07,36-45,1757
CUST10069,7,27,29745.91,5,4,5,545,Loyal Customers,117.0,Ivan Kulkarni,iyermyra@devi.com,Not Disclosed,48,Chennai,Single,0,2022-06-16,46-55,1140
CUST10070,28,25,23412.36,3,4,3,343,Potential Loyalist.,466.0,Miraan Wali,darshit18@hotmail.com,Female,20,Mumbai,Single,2,2022-10-27,18-25,1007
CUST10071,50,27,21414.22,2,4,3,243,Potential Loyalist.,595.0,Diya Mallick,rohansachdeva@saxena.com,Female,64,Lucknow,Divorced,1,2022-02-20,56-65,1256
CUST10072,62,20,19269.82,2,2,2,222,At Risk.,726.0,Vihaan Mand,anyasubramanian@yahoo.com,Female,43,Delhi,Single,3,2022-02-01,36-45,1275
CUST10073,7,22,25019.24,5,2,4,524,Hibernating,353.0,Saanvi Choudhry,nitaraaurora@hotmail.com,Not Disclosed,47,Delhi,Divorced,0,2024-04-05,46-55,481
CUST10074,73,18,15022.48,2,1,1,211,At Risk.,934.0,Adah Sidhu,kanav12@kapadia.com,Not Disclosed,67,Jaipur,Widowed,2,2022-04-15,65+,1202
CUST10075,30,16,14250.63,3,1,1,311,Potential Loyalist.,954.0,Amira Lall,vanyabiswas@kannan.biz,Female,29,Jaipur,Married,1,2023-02-25,26-35,886
CUST10076,16,27,34412.152,4,4,5,445,Loyal Customers,26.0,Saanvi Chauhan,beramanikya@yahoo.com,Male,41,Delhi,Divorced,0,2021-08-06,36-45,1454
CUST10077,145,13,15500.2295,1,1,1,111,At Risk.,916.0,Divyansh Chander,tailorkimaya@walia.com,Female,23,Lucknow,Divorced,3,2021-12-10,18-25,1328
CUST10078,171,21,19157.39,1,2,2,122,At Risk.,737.0,Shlok Saini,rameshrania@gmail.com,Female,37,Mumbai,Divorced,0,2022-09-05,36-45,1059
CUST10079,183,25,27773.87,1,4,4,144,Potential Loyalist.,204.0,Yakshit Dada,wgulati@gmail.com,Not Disclosed,75,Ahmedabad,Married,1,2020-12-23,65+,1680
CUST10080,162,14,15268.83,1,1,1,111,At Risk.,924.0,Raunak Kashyap,alishasehgal@yahoo.com,Not Disclosed,57,Lucknow,Single,0,2021-07-23,56-65,1468
CUST10081,19,28,25631.41,4,5,4,454,Loyal Customers,317.0,Kiara Bhakta,bajajabram@varughese.com,Male,69,Hyderabad,Widowed,0,2021-12-23,65+,1315
CUST10082,37,31,31861.25,3,5,5,355,Potential Loyalist.,59.0,Kavya Dhawan,wbuch@borra.com,Not Disclosed,73,Delhi,Single,0,2024-05-09,65+,447
CUST10083,77,24,24797.15,2,3,4,234,Potential Loyalist.,368.0,Nitya Madan,idatta@kashyap.com,Male,36,Chennai,Widowed,1,2022-03-22,36-45,1226
CUST10084,18,20,20105.379,4,2,2,422,Potential Loyalist.,669.0,Armaan Loyal,arnavdevan@kalita.com,Male,24,Jaipur,Divorced,0,2024-06-05,18-25,420
CUST10085,39,24,22091.69,3,3,3,333,Potential Loyalist.,558.0,Navya Bhattacharyya,nitarakapur@yahoo.com,Not Disclosed,29,Bangalore,Married,4,2020-09-09,26-35,1785
CUST10086,11,23,21872.11,5,3,3,533,Hibernating,570.0,Pranay Rege,bijuraja@chahal.org,Female,37,Delhi,Divorced,0,2021-12-23,36-45,1315
CUST10087,1,18,15909.34,5,1,1,511,Hibernating,898.0,Sumer Mahal,riyawable@hotmail.com,Male,27,Jaipur,Single,2,2023-07-18,26-35,743
CUST10088,2,22,24331.62,5,2,3,523,Hibernating,402.0,Riya Deol,jayesh12@chaudry.com,Not Disclosed,69,Jaipur,Married,0,2022-05-18,65+,1169
CUST10089,126,23,17913.55,1,3,1,131,Potential Loyalist.,811.0,Drishya Keer,dugararnav@gmail.com,Female,52,Bangalore,Single,2,2020-10-19,46-55,1745
CUST10090,26,26,25428.01,3,4,4,344,Potential Loyalist.,332.0,Ahana  Salvi,tsingh@arora-shan.net,Not Disclosed,33,Ahmedabad,Single,2,2022-11-01,26-35,1002
CUST10091,101,16,14476.47,1,1,1,111,At Risk.,948.0,Ojas Sura,doraarhaan@yahoo.com,Female,69,Kolkata,Divorced,1,2021-09-21,65+,1408
CUST10092,92,22,17625.85,1,2,1,121,At Risk.,830.0,Saksham Shah,yashvi61@doshi.com,Not Disclosed,47,Mumbai,Widowed,2,2020-10-27,46-55,1737
CUST10093,76,26,23731.27,2,4,3,243,Potential Loyalist.,438.0,Shalv Gara,iben@hotmail.com,Male,34,Pune,Single,2,2022-09-17,26-35,1047
CUST10094,8,20,18993.77,5,2,2,522,Hibernating,747.0,Eshani Mammen,shanaya23@hayer-lad.com,Female,54,Mumbai,Single,2,2024-01-15,46-55,562
CUST10095,3,26,31143.28,5,4,5,545,Loyal Customers,81.0,Shray Bhatnagar,doctoryasmin@loke.com,Not Disclosed,26,Lucknow,Married,0,2020-12-27,26-35,1676
CUST10096,21,28,24580.51,4,5,4,454,Loyal Customers,391.0,Purab Gaba,bordesamar@gaba.org,Female,43,Lucknow,Widowed,0,2021-12-06,36-45,1332
CUST10097,244,19,20866.06,1,1,2,112,At Risk.,631.0,Ranbir Khatri,seher61@hotmail.com,Male,32,Pune,Single,0,2020-11-12,26-35,1721
CUST10098,20,29,25677.14,4,5,4,454,Loyal Customers,313.0,Himmat Bajwa,vardaniya39@hotmail.com,Female,50,Pune,Married,0,2023-12-25,46-55,583
CUST10099,85,20,19215.59,1,2,2,122,At Risk.,730.0,Yasmin Rout,ddube@hotmail.com,Female,61,Pune,Married,2,2022-01-06,56-65,1301
CUST10100,11,26,22368.02,5,4,3,543,Loyal Customers,540.0,Aniruddh Borah,jivikabhavsar@gmail.com,Female,53,Lucknow,Divorced,4,2022-01-08,46-55,1299
CUST10101,43,30,31308.12,2,5,5,255,Potential Loyalist.,75.0,Samiha Rao,mahajanpihu@saxena-bera.com,Male,21,Delhi,Divorced,0,2021-05-11,18-25,1541
CUST10102,22,25,28145.06,4,4,5,445,Loyal Customers,184.0,Mohanlal Mangal,sundarammadhav@tripathi.biz,Male,37,Ahmedabad,Divorced,2,2021-09-08,36-45,1421
CUST10103,6,19,17131.91,5,1,1,511,Hibernating,854.0,Aradhya Savant,krishram@yahoo.com,Female,28,Pune,Single,3,2020-08-31,26-35,1794
CUST10104,40,29,25287.92,3,5,4,354,Potential Loyalist.,339.0,Aarna Kara,yasminkhosla@hotmail.com,Not Disclosed,50,Lucknow,Widowed,0,2024-04-03,46-55,483
CUST10105,1,17,15460.38,5,1,1,511,Hibernating,917.0,Yuvraj  Chaudhuri,fkurian@jaggi.net,Female,45,Hyderabad,Single,1,2020-11-18,36-45,1715
CUST10106,132,23,28357.19,1,3,5,135,Potential Loyalist.,172.0,Arnav Goda,chandranrohan@hotmail.com,Female,63,Chennai,Widowed,1,2023-12-17,56-65,591
CUST10107,31,31,29891.15,3,5,5,355,Potential Loyalist.,112.0,Hrishita Bhasin,urvi89@hotmail.com,Male,52,Mumbai,Single,2,2023-07-07,46-55,754
CUST10108,59,21,17499.82,2,2,1,221,At Risk.,833.0,Hrishita Tank,alisha42@hotmail.com,Not Disclosed,24,Ahmedabad,Single,4,2021-10-10,18-25,1389
CUST10109,16,20,19262.11,4,2,2,422,Potential Loyalist.,727.0,Ira Som,myra06@sahota.com,Male,67,Lucknow,Single,1,2022-06-19,65+,1137
CUST10110,4,19,19104.42,5,1,2,512,Hibernating,742.0,Raunak Sahni,bathaarush@desai-kata.com,Male,72,Kolkata,Widowed,1,2022-05-13,65+,1174
CUST10111,25,29,26939.121,3,5,4,354,Potential Loyalist.,242.0,Myra Shere,vidur71@yahoo.com,Female,46,Bangalore,Widowed,4,2023-12-17,46-55,591
CUST10112,11,24,28662.05,5,3,5,535,Hibernating,159.0,Zeeshan Borah,pranaygour@raja.biz,Male,45,Lucknow,Widowed,3,2022-01-30,36-45,1277
CUST10113,6,27,29867.709,5,4,5,545,Loyal Customers,113.0,Seher Kade,xganesh@yahoo.com,Not Disclosed,36,Ahmedabad,Married,1,2021-09-02,36-45,1427
CUST10114,105,24,23163.03,1,3,3,133,Potential Loyalist.,488.0,Yakshit Sehgal,balayhansh@gmail.com,Not Disclosed,18,Hyderabad,Widowed,1,2021-06-28,,1493
CUST10115,33,18,15766.28,3,1,1,311,Potential Loyalist.,905.0,Samiha Arya,indrans71@sachar-sengupta.com,Male,58,Lucknow,Married,2,2021-03-18,56-65,1595
CUST10116,17,19,26530.97,4,1,4,414,Potential Loyalist.,266.0,Dhruv Kala,hazelkakar@bajwa-sachdev.com,Male,29,Ahmedabad,Married,1,2024-02-15,26-35,531
CUST10117,3,30,23458.25,5,5,3,553,Loyal Customers,463.0,Oorja Shanker,piya42@swaminathan-sundaram.com,Female,37,Lucknow,Divorced,2,2023-09-13,36-45,686
CUST10118,53,19,17262.89,2,1,1,211,At Risk.,844.0,Parinaaz Rout,qbhatia@din-sanghvi.net,Female,68,Bangalore,Divorced,1,2023-12-02,65+,606
CUST10119,27,22,23284.31,3,2,3,323,Potential Loyalist.,477.0,Farhan Raman,bordeveer@hotmail.com,Male,67,Hyderabad,Widowed,0,2022-09-10,65+,1054
CUST10120,63,17,24587.02,2,1,4,214,At Risk.,390.0,Ivan Lad,isharaf@yahoo.com,Male,75,Mumbai,Single,1,2024-06-04,65+,421
CUST10121,16,24,21757.67,4,3,3,433,Potential Loyalist.,582.0,Myra Wason,aradhya10@saha.com,Male,52,Ahmedabad,Married,0,2024-04-08,46-55,478
CUST10122,37,12,12595.31,3,1,1,311,Potential Loyalist.,983.0,Rohan Sidhu,diyadevan@sastry-dasgupta.biz,Female,54,Ahmedabad,Widowed,1,2020-10-24,46-55,1740
CUST10123,25,17,13590.87,3,1,1,311,Potential Loyalist.,966.0,Onkar Chatterjee,latamahika@hotmail.com,Female,66,Jaipur,Divorced,0,2021-03-16,65+,1597
CUST10124,128,30,31363.84,1,5,5,155,Potential Loyalist.,72.0,Purab Dey,priyansh73@yahoo.com,Female,63,Pune,Divorced,1,2021-03-17,56-65,1596
CUST10125,57,21,20067.81,2,2,2,222,At Risk.,670.0,Nakul Gara,seherwable@saran.com,Female,39,Lucknow,Widowed,0,2022-02-20,36-45,1256
CUST10126,32,19,19025.72,3,1,2,312,Potential Loyalist.,746.0,Eva Sant,sakshamrastogi@khatri-gala.com,Female,42,Hyderabad,Single,4,2020-10-27,36-45,1737
CUST10127,27,25,22845.44,3,4,3,343,Potential Loyalist.,506.0,Rasha Dave,raviheer@bakshi.com,Not Disclosed,56,Jaipur,Married,4,2021-02-12,56-65,1629
CUST10128,51,23,31648.97,2,3,5,235,Potential Loyalist.,65.0,Damini Mander,agade@gmail.com,Female,56,Jaipur,Widowed,3,2021-07-15,56-65,1476
CUST10129,8,25,19982.36,5,4,2,542,Loyal Customers,683.0,Mannat Choudhary,ranbirsangha@vasa.org,Not Disclosed,37,Bangalore,Widowed,2,2024-01-26,36-45,551
CUST10130,69,25,23137.08,2,4,3,243,Potential Loyalist.,491.0,Akarsh Bhat,hiran14@gmail.com,Not Disclosed,30,Chennai,Single,2,2023-08-19,26-35,711
CUST10131,5,30,32229.5,5,5,5,555,Champions,52.0,Shray Barad,doctorsamar@desai.com,Not Disclosed,45,Kolkata,Divorced,3,2023-06-22,36-45,769
CUST10132,43,19,15169.54,2,1,1,211,At Risk.,931.0,Dhanush Boase,saira31@hotmail.com,Not Disclosed,64,Delhi,Widowed,4,2022-02-10,56-65,1266
CUST10133,9,22,17839.95,5,2,1,521,Hibernating,815.0,Aayush Kurian,godazaina@hotmail.com,Male,58,Ahmedabad,Single,1,2021-12-21,56-65,1317
CUST10134,88,28,26477.91,1,5,4,154,Potential Loyalist.,268.0,Mahika Virk,rbath@hotmail.com,Not Disclosed,27,Kolkata,Divorced,2,2023-08-27,26-35,703
CUST10135,10,30,26564.24,5,5,4,554,Loyal Customers,264.0,Jivika Kadakia,madhup48@gmail.com,Male,70,Lucknow,Single,1,2023-03-20,65+,863
CUST10136,25,37,29558.129,3,5,5,355,Potential Loyalist.,127.0,Jayant Dara,idevan@dass.com,Female,69,Kolkata,Divorced,0,2020-10-20,65+,1744
CUST10137,5,14,14635.65,5,1,1,511,Hibernating,943.0,Anika Bhatnagar,sharmaumang@gmail.com,Female,49,Bangalore,Widowed,1,2022-10-30,46-55,1004
CUST10138,62,20,23618.99,2,2,3,223,At Risk.,449.0,Inaaya  Mall,alia22@mann.com,Female,50,Delhi,Widowed,0,2023-05-11,46-55,811
CUST10139,81,22,22869.38,1,2,3,123,At Risk.,503.0,Tejas Wali,indransvala@yahoo.com,Male,60,Pune,Single,0,2022-08-19,56-65,1076
CUST10140,40,18,18191.01,3,1,2,312,Potential Loyalist.,795.0,Yuvaan Bhargava,ritvik90@agrawal.com,Not Disclosed,28,Delhi,Widowed,2,2024-02-13,26-35,533
CUST10141,105,20,26893.441,1,2,4,124,At Risk.,245.0,Amira Aurora,xdevi@yahoo.com,Female,56,Ahmedabad,Married,1,2022-03-10,56-65,1238
CUST10142,104,21,18384.71,1,2,2,122,At Risk.,783.0,Baiju Bawa,royrenee@hotmail.com,Male,74,Chennai,Divorced,0,2022-04-20,65+,1197
CUST10143,33,25,24155.01,3,4,3,343,Potential Loyalist.,412.0,Faiyaz Raj,ishita49@gokhale.com,Not Disclosed,71,Jaipur,Divorced,1,2020-07-29,65+,1827
CUST10144,3,31,28005.14,5,5,5,555,Champions,194.0,Emir Mand,farhansoni@gmail.com,Not Disclosed,65,Mumbai,Married,0,2024-07-08,56-65,387
CUST10145,1,20,17762.44,5,2,1,521,Hibernating,819.0,Aarna Wable,nirvi09@yahoo.com,Not Disclosed,63,Jaipur,Divorced,1,2024-06-21,56-65,404
CUST10146,138,20,19410.93,1,2,2,122,At Risk.,719.0,Taimur Din,ssur@gmail.com,Not Disclosed,32,Kolkata,Widowed,0,2022-05-04,26-35,1183
CUST10147,83,24,21808.06,1,3,3,133,Potential Loyalist.,574.0,Bhavin Garde,inaaya-rout@kohli.com,Female,73,Lucknow,Divorced,2,2023-04-11,65+,841
CUST10148,40,34,33617.24,3,5,5,355,Potential Loyalist.,32.0,Anvi Yadav,lraval@sehgal-comar.com,Female,57,Hyderabad,Single,3,2023-01-20,56-65,922
CUST10149,49,28,24635.16,2,5,4,254,Potential Loyalist.,386.0,Shalv Saha,esharaf@koshy-sachdev.com,Not Disclosed,43,Chennai,Widowed,3,2021-08-18,36-45,1442
CUST10150,93,19,19246.11,1,1,2,112,At Risk.,729.0,Yakshit Madan,ideol@ahuja.biz,Male,68,Ahmedabad,Married,0,2022-05-31,65+,1156
CUST10151,210,25,26887.19,1,4,4,144,Potential Loyalist.,246.0,Neysa Barad,ysinha@krishnamurthy.com,Not Disclosed,28,Lucknow,Widowed,1,2021-01-14,26-35,1658
CUST10152,3,26,29234.49,5,4,5,545,Loyal Customers,144.0,Indrans Lala,advik76@sarraf.com,Not Disclosed,27,Lucknow,Divorced,1,2024-06-23,26-35,402
CUST10153,33,21,20399.19,3,2,2,322,Potential Loyalist.,651.0,Aarush Magar,qbuch@garg.com,Male,26,Bangalore,Widowed,1,2022-11-11,26-35,992
